"","x"
"53103",47
"53104",23
"53105",32
"53106",38
"53107",33
"53108",47
"53109",26
"53110",41
"53111",28
"53112",36
"53113",25
"53114",31
"53115",32
"53116",20
"53117",38
"53118",18
"53119",18
"53120",40
"53121",26
"53122",26
"53123",44
"53124",27
"53125",33
"53126",24
"53127",46
"53128",24
"53129",26
"53130",45
"53131",48
"53132",39
"53133",19
"53134",28
"53135",37
"53136",27
"53137",37
"53138",25
"53139",22
"53140",67
"53141",31
"53142",27
"53143",24
"53144",28
"53145",48
"53146",43
"53147",27
"53148",24
"53149",35
"53150",29
"53151",30
"53152",32
"53153",30
"53154",24
"53155",21
"53156",36
"53157",23
"53158",32
"53159",29
"53160",27
"53161",20
"53162",29
"53163",49
"53164",22
"53165",23
"53166",35
"53167",32
"53168",29
"53169",45
"53170",55
"53171",30
"53172",26
"53173",22
"53174",49
"53175",20
"53176",31
"53177",32
"53178",23
"53179",37
"53180",27
"53181",29
"53182",26
"53183",27
"53184",28
"53185",39
"53186",28
"53187",30
"53188",35
"53189",34
"53190",31
"53191",27
"53192",36
"53193",65
"53194",25
"53195",27
"53196",19
"53197",28
"53198",24
"53199",22
"53200",26
"53201",34
"53202",39
"53203",28
"53204",66
"53205",22
"53206",37
"53207",52
"53208",33
"53209",29
"53210",30
"53211",54
"53212",37
"53213",28
"53214",37
"53215",25
"53216",46
"53217",30
"53218",28
"53219",45
"53220",32
"53221",28
"53222",24
"53223",21
"53224",55
"53225",31
"53226",24
"53227",25
"53228",20
"53229",34
"53230",36
"53231",42
"53232",22
"53233",57
"53234",38
"53235",61
"53236",27
"53237",43
"53238",43
"53239",38
"53240",38
"53241",35
"53242",39
"53243",40
"53244",21
"53245",31
"53246",54
"53247",20
"53248",32
"53249",26
"53250",45
"53251",44
"53252",66
"53253",33
"53254",41
"53255",30
"53256",28
"53257",32
"53258",45
"53259",29
"53260",24
"53261",38
"53262",31
"53263",35
"53264",39
"53265",34
"53266",53
"53267",21
"53268",25
"53269",34
"53270",25
"53271",40
"53272",27
"53273",35
"53274",46
"53275",28
"53276",19
"53277",36
"53278",21
"53279",32
"53280",24
"53281",23
"53282",35
"53283",28
"53284",60
"53285",27
"53286",28
"53287",26
"53288",37
"53289",29
"53290",35
"53291",35
"53292",34
"53293",19
"53294",30
"53295",38
"53296",48
"53297",26
"53298",29
"53299",23
"53300",25
"53301",43
"53302",27
"53303",42
"53304",31
"53305",26
"53306",23
"53307",36
"53308",33
"53309",32
"53310",23
"53311",38
"53312",44
"53313",21
"53314",25
"53315",30
"53316",34
"53317",61
"53318",36
"53319",64
"53320",48
"53321",29
"53322",50
"53323",20
"53324",31
"53325",41
"53326",25
"53327",55
"53328",37
"53329",39
"53330",25
"53331",38
"53332",28
"53333",24
"53334",25
"53335",34
"53336",44
"53337",40
"53338",23
"53339",59
"53340",28
"53341",30
"53342",28
"53343",22
"53344",29
"53345",26
"53346",29
"53347",29
"53348",33
"53349",21
"53350",51
"53351",33
"53352",28
"53353",24
"53354",30
"53355",29
"53356",21
"53357",32
"53358",33
"53359",21
"53360",23
"53361",25
"53362",23
"53363",47
"53364",28
"53365",27
"53366",24
"53367",27
"53368",48
"53369",31
"53370",32
"53371",30
"53372",32
"53373",33
"53374",28
"53375",27
"53376",36
"53377",32
"53378",34
"53379",30
"53380",46
"53381",28
"53382",27
"53383",29
"53384",22
"53385",33
"53386",28
"53387",22
"53388",36
"53389",36
"53390",55
"53391",33
"53392",19
"53393",22
"53394",32
"53395",28
"53396",26
"53397",29
"53398",19
"53399",18
"53400",33
"53401",43
"53402",22
"53403",49
"53404",42
"53405",44
"53406",52
"53407",22
"53408",28
"53409",44
"53410",30
"53411",25
"53412",31
"53413",27
"53414",29
"53415",23
"53416",49
"53417",31
"53418",28
"53419",24
"53420",42
"53421",26
"53422",43
"53423",35
"53424",61
"53425",24
"53426",24
"53427",25
"53428",24
"53429",30
"53430",32
"53431",21
"53432",23
"53433",25
"53434",27
"53435",27
"53436",32
"53437",40
"53438",27
"53439",27
"53440",30
"53441",24
"53442",19
"53443",19
"53444",22
"53445",23
"53446",23
"53447",47
"53448",48
"53449",27
"53450",38
"53451",29
"53452",23
"53453",31
"53454",24
"53455",25
"53456",40
"53457",25
"53458",31
"53459",50
"53460",21
"53461",46
"53462",28
"53463",22
"53464",31
"53465",33
"53466",41
"53467",24
"53468",31
"53469",19
"53470",19
"53471",21
"53472",30
"53473",24
"53474",27
"53475",21
"53476",30
"53477",26
"53478",25
"53479",27
"53480",28
"53481",28
"53482",33
"53483",32
"53484",26
"53485",24
"53486",24
"53487",29
"53488",23
"53489",28
"53490",28
"53491",27
"53492",34
"53493",31
"53494",31
"53495",25
"53496",26
"53497",31
"53498",32
"53499",26
"53500",31
"53501",23
"53502",30
"53503",40
"53504",23
"53505",30
"53506",35
"53507",24
"53508",24
"53509",43
"53510",30
"53511",28
"53512",28
"53513",23
"53514",26
"53515",26
"53516",24
"53517",46
"53518",47
"53519",62
"53520",51
"53521",34
"53522",34
"53523",46
"53524",31
"53525",25
"53526",30
"53527",30
"53528",35
"53529",30
"53530",20
"53531",23
"53532",32
"53533",34
"53534",39
"53535",26
"53536",36
"53537",41
"53538",26
"53539",43
"53540",25
"53541",46
"53542",36
"53543",29
"53544",23
"53545",21
"53546",51
"53547",29
"53548",25
"53549",32
"53550",31
"53551",25
"53552",37
"53553",44
"53554",27
"53555",46
"53556",37
"53557",24
"53558",35
"53559",27
"53560",29
"53561",24
"53562",20
"53563",32
"53564",29
"53565",32
"53566",30
"53567",33
"53568",24
"53569",30
"53570",37
"53571",34
"53572",56
"53573",34
"53574",46
"53575",37
"53576",31
"53577",33
"53578",44
"53579",35
"53580",28
"53581",28
"53582",60
"53583",26
"53584",25
"53585",24
"53586",22
"53587",25
"53588",25
"53589",27
"53590",20
"53591",27
"53592",41
"53593",24
"53594",39
"53595",36
"53596",24
"53597",42
"53598",24
"53599",26
"53600",40
"53601",24
"53602",44
"53603",25
"53604",20
"53605",26
"53606",38
"53607",35
"53608",33
"53609",22
"53610",23
"53611",28
"53612",36
"53613",43
"53614",27
"53615",48
"53616",37
"53617",27
"53618",35
"53619",43
"53620",47
"53621",27
"53622",35
"53623",34
"53624",21
"53625",39
"53626",27
"53627",46
"53628",49
"53629",33
"53630",22
"53631",55
"53632",59
"53633",24
"53634",52
"53635",33
"53636",24
"53637",42
"53638",20
"53639",41
"53640",57
"53641",39
"53642",27
"53643",33
"53644",55
"53645",49
"53646",26
"53647",36
"53648",28
"53649",21
"53650",24
"53651",28
"53652",29
"53653",26
"53654",30
"53655",29
"53656",39
"53657",42
"53658",38
"53659",36
"53660",23
"53661",35
"53662",47
"53663",28
"53664",28
"53665",28
"53666",23
"53667",19
"53668",27
"53669",50
"53670",28
"53671",31
"53672",23
"53673",25
"53674",42
"53675",34
"53676",42
"53677",38
"53678",38
"53679",35
"53680",33
"53681",39
"53682",48
"53683",27
"53684",19
"53685",31
"53686",29
"53687",50
"53688",34
"53689",47
"53690",35
"53691",26
"53692",38
"53693",27
"53694",32
"53695",28
"53696",30
"53697",34
"53698",49
"53699",29
"53700",35
"53701",34
"53702",28
"53703",38
"53704",21
"53705",35
"53706",37
"53707",32
"53708",33
"53709",23
"53710",39
"53711",43
"53712",24
"53713",29
"53714",34
"53715",40
"53716",33
"53717",36
"53718",23
"53719",23
"53720",28
"53721",39
"53722",37
"53723",41
"53724",47
"53725",63
"53726",22
"53727",47
"53728",28
"53729",21
"53730",26
"53731",46
"53732",47
"53733",37
"53734",36
"53735",29
"53736",48
"53737",33
"53738",29
"53739",39
"53740",28
"53741",27
"53742",29
"53743",27
"53744",56
"53745",27
"53746",27
"53747",22
"53748",54
"53749",34
"53750",28
"53751",27
"53752",27
"53753",25
"53754",23
"53755",26
"53756",31
"53757",30
"53758",28
"53759",34
"53760",37
"53761",26
"53762",29
"53763",30
"53764",26
"53765",37
"53766",28
"53767",25
"53768",24
"53769",42
"53770",42
"53771",29
"53772",24
"53773",33
"53774",31
"53775",31
"53776",37
"53777",63
"53778",30
"53779",37
"53780",30
"53781",34
"53782",31
"53783",23
"53784",35
"53785",46
"53786",43
"53787",26
"53788",23
"53789",24
"53790",37
"53791",25
"53792",25
"53793",38
"53794",44
"53795",31
"53796",26
"53797",42
"53798",49
"53799",23
"53800",27
"53801",37
"53802",25
"53803",22
"53804",50
"53805",35
"53806",27
"53807",31
"53808",20
"53809",21
"53810",29
"53811",30
"53812",61
"53813",55
"53814",56
"53815",47
"53816",30
"53817",37
"53818",21
"53819",24
"53820",35
"53821",43
"53822",33
"53823",52
"53824",28
"53825",34
"53826",26
"53827",63
"53828",28
"53829",26
"53830",32
"53831",35
"53832",63
"53833",36
"53834",28
"53835",40
"53836",46
"53837",23
"53838",29
"53839",32
"53840",22
"53841",53
"53842",20
"53843",35
"53844",47
"53845",57
"53846",39
"53847",28
"53848",50
"53849",30
"53850",33
"53851",25
"53852",25
"53853",22
"53854",46
"53855",25
"53856",54
"53857",27
"53858",40
"53859",27
"53860",40
"53861",41
"53862",45
"53863",29
"53864",24
"53865",23
"53866",63
"53867",52
"53868",27
"53869",30
"53870",37
"53871",34
"53872",24
"53873",33
"53874",35
"53875",44
"53876",35
"53877",48
"53878",19
"53879",41
"53880",48
"53881",23
"53882",34
"53883",34
"53884",36
"53885",28
"53886",47
"53887",32
"53888",43
"53889",44
"53890",41
"53891",44
"53892",30
"53893",28
"53894",34
"53895",39
"53896",22
"53897",43
"53898",34
"53899",50
"53900",53
"53901",30
"53902",31
"53903",24
"53904",27
"53905",27
"53906",26
"53907",23
"53908",59
"53909",31
"53910",35
"53911",20
"53912",29
"53913",26
"53914",26
"53915",59
"53916",30
"53917",23
"53918",22
"53919",28
"53920",39
"53921",30
"53922",45
"53923",23
"53924",34
"53925",26
"53926",29
"53927",30
"53928",41
"53929",28
"53930",27
"53931",30
"53932",42
"53933",55
"53934",51
"53935",43
"53936",30
"53937",29
"53938",20
"53939",49
"53940",24
"53941",30
"53942",21
"53943",28
"53944",30
"53945",45
"53946",27
"53947",36
"53948",30
"53949",31
"53950",23
"53951",42
"53952",43
"53953",43
"53954",29
"53955",51
"53956",22
"53957",22
"53958",39
"53959",23
"53960",29
"53961",45
"53962",35
"53963",25
"53964",28
"53965",48
"53966",32
"53967",25
"53968",29
"53969",24
"53970",31
"53971",29
"53972",24
"53973",24
"53974",44
"53975",27
"53976",49
"53977",32
"53978",28
"53979",26
"53980",27
"53981",26
"53982",25
"53983",29
"53984",27
"53985",38
"53986",41
"53987",38
"53988",28
"53989",27
"53990",24
"53991",26
"53992",28
"53993",30
"53994",29
"53995",34
"53996",22
"53997",27
"53998",23
"53999",31
"54000",36
"54001",25
"54002",32
"54003",25
"54004",23
"54005",25
"54006",29
"54007",33
"54008",45
"54009",33
"54010",27
"54011",40
"54012",36
"54013",36
"54014",19
"54015",48
"54016",39
"54017",22
"54018",25
"54019",32
"54020",21
"54021",34
"54022",24
"54023",44
"54024",25
"54025",38
"54026",28
"54027",28
"54028",33
"54029",28
"54030",29
"54031",25
"54032",53
"54033",41
"54034",37
"54035",29
"54036",22
"54037",42
"54038",19
"54039",36
"54040",29
"54041",23
"54042",28
"54043",45
"54044",24
"54045",24
"54046",27
"54047",38
"54048",21
"54049",25
"54050",29
"54051",33
"54052",31
"54053",42
"54054",25
"54055",34
"54056",25
"54057",25
"54058",24
"54059",41
"54060",26
"54061",36
"54062",20
"54063",31
"54064",38
"54065",18
"54066",26
"54067",42
"54068",35
"54069",50
"54070",50
"54071",39
"54072",20
"54073",49
"54074",24
"54075",28
"54076",44
"54077",45
"54078",49
"54079",26
"54080",25
"54081",25
"54082",25
"54083",34
"54084",42
"54085",27
"54086",29
"54087",63
"54088",34
"54089",32
"54090",25
"54091",42
"54092",23
"54093",37
"54094",30
"54095",31
"54096",32
"54097",24
"54098",50
"54099",44
"54100",27
"54101",28
"54102",24
"54103",31
"54104",53
"54105",29
"54106",30
"54107",40
"54108",28
"54109",51
"54110",42
"54111",21
"54112",43
"54113",28
"54114",26
"54115",50
"54116",25
"54117",35
"54118",23
"54119",49
"54120",34
"54121",24
"54122",20
"54123",30
"54124",48
"54125",25
"54126",34
"54127",33
"54128",41
"54129",22
"54130",24
"54131",29
"54132",26
"54133",29
"54134",40
"54135",53
"54136",42
"54137",33
"54138",57
"54139",33
"54140",33
"54141",39
"54142",33
"54143",32
"54144",24
"54145",32
"54146",21
"54147",22
"54148",26
"54149",26
"54150",59
"54151",24
"54152",27
"54153",25
"54154",30
"54155",31
"54156",27
"54157",33
"54158",46
"54159",36
"54160",48
"54161",39
"54162",44
"54163",24
"54164",27
"54165",26
"54166",46
"54167",27
"54168",28
"54169",54
"54170",23
"54171",23
"54172",24
"54173",41
"54174",37
"54175",33
"54176",37
"54177",20
"54178",24
"54179",23
"54180",37
"54181",43
"54182",35
"54183",27
"54184",23
"54185",58
"54186",21
"54187",40
"54188",28
"54189",32
"54190",34
"54191",25
"54192",27
"54193",23
"54194",39
"54195",36
"54196",47
"54197",37
"54198",41
"54199",46
"54200",28
"54201",35
"54202",31
"54203",29
"54204",31
"54205",36
"54206",54
"54207",28
"54208",25
"54209",31
"54210",31
"54211",37
"54212",41
"54213",29
"54214",48
"54215",28
"54216",24
"54217",35
"54218",23
"54219",27
"54220",64
"54221",39
"54222",34
"54223",42
"54224",47
"54225",63
"54226",24
"54227",38
"54228",31
"54229",38
"54230",25
"54231",28
"54232",31
"54233",34
"54234",36
"54235",26
"54236",38
"54237",37
"54238",22
"54239",25
"54240",40
"54241",34
"54242",63
"54243",45
"54244",49
"54245",44
"54246",23
"54247",24
"54248",40
"54249",60
"54250",48
"54251",40
"54252",25
"54253",35
"54254",26
"54255",26
"54256",29
"54257",21
"54258",23
"54259",22
"54260",25
"54261",34
"54262",44
"54263",26
"54264",53
"54265",36
"54266",42
"54267",28
"54268",22
"54269",31
"54270",34
"54271",30
"54272",20
"54273",22
"54274",37
"54275",34
"54276",56
"54277",29
"54278",31
"54279",23
"54280",36
"54281",61
"54282",37
"54283",35
"54284",38
"54285",46
"54286",46
"54287",65
"54288",30
"54289",28
"54290",31
"54291",23
"54292",28
"54293",28
"54294",65
"54295",27
"54296",22
"54297",30
"54298",26
"54299",28
"54300",19
"54301",25
"54302",25
"54303",32
"54304",30
"54305",36
"54306",37
"54307",27
"54308",26
"54309",23
"54310",49
"54311",28
"54312",24
"54313",21
"54314",66
"54315",37
"54316",26
"54317",21
"54318",50
"54319",63
"54320",31
"54321",24
"54322",27
"54323",28
"54324",28
"54325",35
"54326",30
"54327",34
"54328",33
"54329",29
"54330",31
"54331",31
"54332",27
"54333",26
"54334",23
"54335",33
"54336",30
"54337",28
"54338",21
"54339",20
"54340",24
"54341",23
"54342",38
"54343",41
"54344",35
"54345",23
"54346",35
"54347",26
"54348",32
"54349",34
"54350",44
"54351",38
"54352",40
"54353",28
"54354",27
"54355",33
"54356",26
"54357",24
"54358",36
"54359",26
"54360",26
"54361",29
"54362",28
"54363",27
"54364",44
"54365",35
"54366",31
"54367",24
"54368",49
"54369",29
"54370",34
"54371",32
"54372",22
"54373",25
"54374",36
"54375",27
"54376",38
"54377",22
"54378",29
"54379",24
"54380",50
"54381",38
"54382",64
"54383",36
"54384",35
"54385",27
"54386",28
"54387",25
"54388",31
"54389",35
"54390",34
"54391",39
"54392",26
"54393",23
"54394",24
"54395",28
"54396",44
"54397",23
"54398",27
"54399",36
"54400",24
"54401",27
"54402",26
"54403",25
"54404",26
"54405",63
"54406",22
"54407",26
"54408",33
"54409",34
"54410",31
"54411",22
"54412",28
"54413",40
"54414",32
"54415",34
"54416",23
"54417",23
"54418",45
"54419",38
"54420",54
"54421",27
"54422",25
"54423",31
"54424",26
"54425",31
"54426",22
"54427",30
"54428",27
"54429",20
"54430",37
"54431",31
"54432",28
"54433",23
"54434",26
"54435",29
"54436",26
"54437",37
"54438",28
"54439",32
"54440",25
"54441",40
"54442",30
"54443",28
"54444",49
"54445",40
"54446",32
"54447",36
"54448",25
"54449",24
"54450",35
"54451",42
"54452",35
"54453",31
"54454",31
"54455",66
"54456",28
"54457",19
"54458",36
"54459",27
"54460",39
"54461",36
"54462",30
"54463",43
"54464",50
"54465",31
"54466",37
"54467",29
"54468",26
"54469",36
"54470",28
"54471",28
"54472",30
"54473",27
"54474",58
"54475",41
"54476",29
"54477",44
"54478",31
"54479",34
"54480",24
"54481",31
"54482",32
"54483",36
"54484",43
"54485",35
"54486",23
"54487",30
"54488",28
"54489",51
"54490",37
"54491",41
"54492",43
"54493",32
"54494",35
"54495",21
"54496",30
"54497",25
"54498",19
"54499",29
"54500",61
"54501",44
"54502",51
"54503",37
"54504",33
"54505",26
"54506",22
"54507",41
"54508",29
"54509",23
"54510",43
"54511",24
"54512",44
"54513",24
"54514",56
"54515",29
"54516",24
"54517",22
"54518",40
"54519",28
"54520",33
"54521",36
"54522",30
"54523",29
"54524",32
"54525",50
"54526",27
"54527",29
"54528",38
"54529",50
"54530",30
"54531",32
"54532",24
"54533",29
"54534",27
"54535",33
"54536",40
"54537",29
"54538",60
"54539",34
"54540",20
"54541",53
"54542",59
"54543",25
"54544",22
"54545",31
"54546",34
"54547",24
"54548",25
"54549",32
"54550",27
"54551",32
"54552",26
"54553",57
"54554",30
"54555",46
"54556",24
"54557",29
"54558",29
"54559",27
"54560",30
"54561",36
"54562",57
"54563",27
"54564",29
"54565",25
"54566",43
"54567",58
"54568",31
"54569",22
"54570",26
"54571",24
"54572",31
"54573",21
"54574",29
"54575",31
"54576",25
"54577",28
"54578",29
"54579",45
"54580",62
"54581",32
"54582",43
"54583",31
"54584",32
"54585",37
"54586",38
"54587",58
"54588",28
"54589",19
"54590",28
"54591",29
"54592",33
"54593",30
"54594",34
"54595",27
"54596",35
"54597",23
"54598",34
"54599",31
"54600",30
"54601",21
"54602",22
"54603",38
"54604",21
"54605",30
"54606",27
"54607",27
"54608",36
"54609",37
"54610",28
"54611",28
"54612",32
"54613",33
"54614",27
"54615",30
"54616",31
"54617",26
"54618",48
"54619",44
"54620",28
"54621",23
"54622",25
"54623",23
"54624",24
"54625",21
"54626",20
"54627",28
"54628",35
"54629",24
"54630",26
"54631",24
"54632",25
"54633",22
"54634",37
"54635",60
"54636",28
"54637",38
"54638",24
"54639",39
"54640",26
"54641",41
"54642",34
"54643",28
"54644",24
"54645",26
"54646",34
"54647",33
"54648",30
"54649",22
"54650",31
"54651",25
"54652",59
"54653",54
"54654",25
"54655",38
"54656",33
"54657",39
"54658",23
"54659",42
"54660",67
"54661",44
"54662",30
"54663",28
"54664",25
"54665",37
"54666",31
"54667",30
"54668",25
"54669",31
"54670",33
"54671",23
"54672",24
"54673",41
"54674",38
"54675",41
"54676",24
"54677",23
"54678",25
"54679",40
"54680",26
"54681",56
"54682",42
"54683",25
"54684",28
"54685",30
"54686",37
"54687",38
"54688",37
"54689",48
"54690",26
"54691",25
"54692",44
"54693",52
"54694",27
"54695",29
"54696",51
"54697",27
"54698",21
"54699",42
"54700",30
"54701",37
"54702",44
"54703",34
"54704",29
"54705",30
"54706",26
"54707",18
"54708",32
"54709",51
"54710",24
"54711",28
"54712",39
"54713",62
"54714",36
"54715",31
"54716",27
"54717",23
"54718",46
"54719",24
"54720",32
"54721",23
"54722",37
"54723",39
"54724",42
"54725",28
"54726",36
"54727",32
"54728",33
"54729",19
"54730",29
"54731",27
"54732",27
"54733",25
"54734",65
"54735",41
"54736",35
"54737",24
"54738",31
"54739",21
"54740",27
"54741",50
"54742",35
"54743",21
"54744",21
"54745",27
"54746",35
"54747",29
"54748",23
"54749",56
"54750",29
"54751",31
"54752",24
"54753",48
"54754",30
"54755",27
"54756",47
"54757",28
"54758",45
"54759",57
"54760",35
"54761",32
"54762",39
"54763",35
"54764",31
"54765",24
"54766",22
"54767",25
"54768",29
"54769",23
"54770",27
"54771",29
"54772",27
"54773",25
"54774",44
"54775",33
"54776",34
"54777",30
"54778",43
"54779",42
"54780",37
"54781",35
"54782",22
"54783",20
"54784",22
"54785",28
"54786",27
"54787",38
"54788",66
"54789",25
"54790",29
"54791",33
"54792",36
"54793",35
"54794",43
"54795",33
"54796",30
"54797",32
"54798",32
"54799",22
"54800",33
"54801",28
"54802",66
"54803",54
"54804",25
"54805",30
"54806",31
"54807",31
"54808",26
"54809",23
"54810",23
"54811",18
"54812",49
"54813",31
"54814",36
"54815",25
"54816",29
"54817",21
"54818",37
"54819",62
"54820",30
"54821",21
"54822",31
"54823",26
"54824",33
"54825",36
"54826",41
"54827",32
"54828",45
"54829",39
"54830",29
"54831",61
"54832",66
"54833",34
"54834",22
"54835",26
"54836",42
"54837",29
"54838",34
"54839",38
"54840",24
"54841",31
"54842",25
"54843",28
"54844",40
"54845",34
"54846",56
"54847",27
"54848",50
"54849",36
"54850",25
"54851",26
"54852",27
"54853",26
"54854",26
"54855",38
"54856",32
"54857",45
"54858",30
"54859",22
"54860",29
"54861",34
"54862",45
"54863",21
"54864",45
"54865",56
"54866",47
"54867",39
"54868",25
"54869",24
"54870",27
"54871",30
"54872",26
"54873",24
"54874",38
"54875",32
"54876",22
"54877",26
"54878",26
"54879",38
"54880",23
"54881",40
"54882",22
"54883",35
"54884",32
"54885",25
"54886",25
"54887",30
"54888",49
"54889",22
"54890",20
"54891",58
"54892",21
"54893",26
"54894",30
"54895",29
"54896",23
"54897",28
"54898",47
"54899",24
"54900",26
"54901",60
"54902",37
"54903",23
"54904",40
"54905",43
"54906",42
"54907",42
"54908",27
"54909",42
"54910",40
"54911",47
"54912",58
"54913",40
"54914",35
"54915",19
"54916",42
"54917",24
"54918",27
"54919",30
"54920",29
"54921",28
"54922",33
"54923",48
"54924",38
"54925",29
"54926",45
"54927",27
"54928",39
"54929",48
"54930",26
"54931",31
"54932",41
"54933",29
"54934",40
"54935",23
"54936",25
"54937",21
"54938",27
"54939",35
"54940",29
"54941",30
"54942",34
"54943",30
"54944",35
"54945",62
"54946",23
"54947",19
"54948",23
"54949",25
"54950",29
"54951",23
"54952",33
"54953",28
"54954",26
"54955",21
"54956",35
"54957",36
"54958",23
"54959",44
"54960",35
"54961",29
"54962",35
"54963",23
"54964",35
"54965",40
"54966",46
"54967",27
"54968",26
"54969",21
"54970",23
"54971",30
"54972",30
"54973",31
"54974",28
"54975",39
"54976",27
"54977",27
"54978",31
"54979",40
"54980",23
"54981",68
"54982",26
"54983",41
"54984",27
"54985",35
"54986",58
"54987",33
"54988",35
"54989",25
"54990",36
"54991",28
"54992",38
"54993",32
"54994",32
"54995",26
"54996",24
"54997",25
"54998",34
"54999",26
"55000",30
"55001",29
"55002",19
"55003",31
"55004",42
"55005",28
"55006",25
"55007",25
"55008",22
"55009",31
"55010",30
"55011",49
"55012",27
"55013",31
"55014",38
"55015",30
"55016",31
"55017",24
"55018",37
"55019",27
"55020",31
"55021",34
"55022",49
"55023",24
"55024",39
"55025",27
"55026",27
"55027",26
"55028",27
"55029",35
"55030",33
"55031",31
"55032",30
"55033",31
"55034",37
"55035",27
"55036",38
"55037",40
"55038",28
"55039",34
"55040",42
"55041",29
"55042",37
"55043",27
"55044",43
"55045",43
"55046",26
"55047",43
"55048",35
"55049",53
"55050",46
"55051",33
"55052",31
"55053",36
"55054",42
"55055",33
"55056",29
"55057",33
"55058",27
"55059",50
"55060",30
"55061",42
"55062",34
"55063",23
"55064",23
"55065",35
"55066",34
"55067",50
"55068",28
"55069",59
"55070",49
"55071",20
"55072",25
"55073",25
"55074",29
"55075",23
"55076",24
"55077",48
"55078",32
"55079",29
"55080",33
"55081",27
"55082",37
"55083",38
"55084",27
"55085",25
"55086",32
"55087",30
"55088",44
"55089",34
"55090",27
"55091",44
"55092",26
"55093",29
"55094",40
"55095",30
"55096",29
"55097",48
"55098",22
"55099",24
"55100",34
"55101",45
"55102",27
"55103",29
"55104",30
"55105",21
"55106",27
"55107",31
"55108",30
"55109",21
"55110",27
"55111",24
"55112",29
"55113",56
"55114",29
"55115",43
"55116",30
"55117",25
"55118",42
"55119",27
"55120",26
"55121",28
"55122",30
"55123",36
"55124",25
"55125",22
"55126",33
"55127",30
"55128",28
"55129",27
"55130",21
"55131",30
"55132",26
"55133",22
"55134",26
"55135",34
"55136",22
"55137",60
"55138",33
"55139",28
"55140",35
"55141",24
"55142",29
"55143",26
"55144",36
"55145",30
"55146",44
"55147",25
"55148",56
"55149",46
"55150",29
"55151",25
"55152",66
"55153",29
"55154",28
"55155",31
"55156",29
"55157",40
"55158",22
"55159",23
"55160",29
"55161",26
"55162",21
"55163",30
"55164",21
"55165",19
"55166",35
"55167",33
"55168",41
"55169",59
"55170",51
"55171",26
"55172",34
"55173",35
"55174",27
"55175",32
"55176",27
"55177",37
"55178",51
"55179",40
"55180",40
"55181",29
"55182",58
"55183",28
"55184",31
"55185",42
"55186",28
"55187",57
"55188",25
"55189",24
"55190",38
"55191",36
"55192",23
"55193",29
"55194",28
"55195",51
"55196",28
"55197",33
"55198",57
"55199",28
"55200",25
"55201",39
"55202",23
"55203",36
"55204",29
"55205",22
"55206",34
"55207",33
"55208",34
"55209",27
"55210",41
"55211",29
"55212",26
"55213",36
"55214",18
"55215",34
"55216",21
"55217",20
"55218",24
"55219",26
"55220",30
"55221",32
"55222",23
"55223",44
"55224",26
"55225",36
"55226",34
"55227",43
"55228",38
"55229",24
"55230",39
"55231",38
"55232",29
"55233",41
"55234",51
"55235",32
"55236",48
"55237",37
"55238",30
"55239",28
"55240",36
"55241",27
"55242",38
"55243",25
"55244",32
"55245",25
"55246",32
"55247",30
"55248",50
"55249",39
"55250",24
"55251",31
"55252",40
"55253",30
"55254",20
"55255",28
"55256",27
"55257",22
"55258",27
"55259",53
"55260",43
"55261",30
"55262",27
"55263",36
"55264",41
"55265",25
"55266",27
"55267",23
"55268",23
"55269",32
"55270",28
"55271",25
"55272",27
"55273",27
"55274",56
"55275",25
"55276",48
"55277",29
"55278",33
"55279",26
"55280",51
"55281",50
"55282",42
"55283",30
"55284",32
"55285",33
"55286",22
"55287",34
"55288",62
"55289",28
"55290",21
"55291",28
"55292",19
"55293",24
"55294",30
"55295",39
"55296",35
"55297",45
"55298",25
"55299",25
"55300",27
"55301",33
"55302",31
"55303",32
"55304",25
"55305",40
"55306",24
"55307",26
"55308",27
"55309",25
"55310",48
"55311",24
"55312",32
"55313",34
"55314",23
"55315",40
"55316",32
"55317",33
"55318",27
"55319",19
"55320",21
"55321",25
"55322",41
"55323",22
"55324",27
"55325",41
"55326",23
"55327",29
"55328",24
"55329",51
"55330",23
"55331",24
"55332",23
"55333",36
"55334",23
"55335",34
"55336",24
"55337",20
"55338",26
"55339",28
"55340",30
"55341",46
"55342",24
"55343",26
"55344",26
"55345",25
"55346",37
"55347",28
"55348",29
"55349",22
"55350",28
"55351",28
"55352",25
"55353",29
"55354",29
"55355",55
"55356",33
"55357",25
"55358",41
"55359",24
"55360",38
"55361",28
"55362",42
"55363",37
"55364",28
"55365",33
"55366",29
"55367",28
"55368",27
"55369",33
"55370",27
"55371",25
"55372",48
"55373",26
"55374",36
"55375",26
"55376",31
"55377",28
"55378",23
"55379",29
"55380",40
"55381",23
"55382",33
"55383",29
"55384",33
"55385",31
"55386",53
"55387",26
"55388",52
"55389",28
"55390",23
"55391",24
"55392",30
"55393",30
"55394",31
"55395",60
"55396",69
"55397",27
"55398",23
"55399",26
"55400",25
"55401",19
"55402",25
"55403",34
"55404",31
"55405",29
"55406",54
"55407",27
"55408",24
"55409",25
"55410",43
"55411",27
"55412",19
"55413",34
"55414",24
"55415",25
"55416",21
"55417",35
"55418",51
"55419",28
"55420",46
"55421",44
"55422",30
"55423",38
"55424",26
"55425",33
"55426",30
"55427",32
"55428",34
"55429",32
"55430",29
"55431",42
"55432",23
"55433",35
"55434",28
